file,trajectory_format,system_messages,user_messages,assistant_messages,tool_messages,other_messages,total_messages,exit_status,api_calls,instance_cost,failed_tool_observations
data\gpt5_2_codex\trajectories\dc661ab0-a7c4-4610-8f40-0522b6c4629b.json,docent-transcript-export,1,1,29,28,0,59,,,,0
data\gpt5_2_codex\trajectories\ddcddfb7-abea-467c-8e14-641e27e55421.json,docent-transcript-export,1,1,29,28,0,59,,,,0
data\gpt5_2_codex\trajectories\de085d2e-aadb-432d-aad1-8d12491fb430.json,docent-transcript-export,1,1,30,29,0,61,,,,0
data\gpt5_2_codex\trajectories\de180ccb-c11a-41cd-a72a-76b28fdb39da.json,docent-transcript-export,1,1,49,48,0,99,,,,0
data\gpt5_2_codex\trajectories\de2e20ce-440d-45ea-a37b-d90f299da9b5.json,docent-transcript-export,1,1,14,13,0,29,,,,0
data\gpt5_2_codex\trajectories\de308c9f-d7fc-4972-837d-ffb1225bdbfc.json,docent-transcript-export,1,1,26,25,0,53,,,,0
data\gpt5_2_codex\trajectories\df55ee8c-540d-44d8-b3ec-3b2c3527c6cf.json,docent-transcript-export,1,1,32,31,0,65,,,,0
data\gpt5_2_codex\trajectories\df73c144-ee91-45c8-b2d7-b2b71b79078a.json,docent-transcript-export,1,1,55,54,0,111,,,,0
data\gpt5_2_codex\trajectories\dfeb15c4-c9b0-4ad5-99e8-7eb832d6b868.json,docent-transcript-export,1,1,60,59,0,121,,,,0
data\gpt5_2_codex\trajectories\dffae747-606b-4ab6-ac24-7b66119e2ee4.json,docent-transcript-export,1,1,29,28,0,59,,,,0
data\gpt5_2_codex\trajectories\e0540687-f8a8-4343-9544-414cf077325b.json,docent-transcript-export,1,1,16,17,0,35,,,,0
data\gpt5_2_codex\trajectories\e098676d-fa41-4fcf-8f77-811274ac7833.json,docent-transcript-export,1,1,27,31,0,60,,,,0
data\gpt5_2_codex\trajectories\e0bea66c-45ff-47fa-8e36-34e381770339.json,docent-transcript-export,1,1,14,15,0,31,,,,0
data\gpt5_2_codex\trajectories\e0de3109-6082-4af5-b225-50ac50ca2851.json,docent-transcript-export,1,1,37,36,0,75,,,,0
data\gpt5_2_codex\trajectories\e1669014-de23-46a8-a37f-38a115fbd816.json,docent-transcript-export,1,1,45,44,0,91,,,,0
data\gpt5_2_codex\trajectories\e23d25a5-bfa8-46e6-939c-104142ca12b4.json,docent-transcript-export,1,1,125,124,0,251,,,,0
data\gpt5_2_codex\trajectories\e28033c3-84ba-4482-9720-c6fc28ead2e4.json,docent-transcript-export,1,1,48,59,0,109,,,,0
data\gpt5_2_codex\trajectories\e28a6fa6-7797-4e6c-9963-e0edacbaec62.json,docent-transcript-export,1,1,24,23,0,49,,,,0
data\gpt5_2_codex\trajectories\e2c100a5-fb65-43e2-8e0d-92944f3c809c.json,docent-transcript-export,1,1,23,22,0,47,,,,0
data\gpt5_2_codex\trajectories\e2d86707-e3ea-4778-91ba-d2ae182db1c0.json,docent-transcript-export,1,1,68,67,0,137,,,,0
data\gpt5_2_codex\trajectories\e3895287-34a1-4099-8dcb-776fe04a9607.json,docent-transcript-export,1,1,68,67,0,137,,,,0
data\gpt5_2_codex\trajectories\e3910539-e442-4414-a24d-95d1a5347510.json,docent-transcript-export,1,1,21,20,0,43,,,,0
data\gpt5_2_codex\trajectories\e3c9c344-59dd-40c1-ba6e-507cf7c3dc8b.json,docent-transcript-export,1,1,38,37,0,77,,,,0
data\gpt5_2_codex\trajectories\e4b34afa-d53f-418c-b5db-9f24b935180f.json,docent-transcript-export,1,1,35,34,0,71,,,,0
data\gpt5_2_codex\trajectories\e4e15adb-b872-4599-a580-e122c89742da.json,docent-transcript-export,1,1,26,38,0,66,,,,0
data\gpt5_2_codex\trajectories\e528828c-c075-4ddf-8263-3125330d7f81.json,docent-transcript-export,1,1,20,30,0,52,,,,0
data\gpt5_2_codex\trajectories\e5975e39-2203-4336-8c9b-a7eef8676e18.json,docent-transcript-export,1,1,26,25,0,53,,,,0
data\gpt5_2_codex\trajectories\e6e38c91-103c-4ec0-95a7-16241f09a87d.json,docent-transcript-export,1,1,34,33,0,69,,,,0
data\gpt5_2_codex\trajectories\e71f9869-163f-4af2-a666-b2c273418aed.json,docent-transcript-export,1,1,38,37,0,77,,,,0
data\gpt5_2_codex\trajectories\e798f62f-5831-4bad-bb7b-76ec204bc700.json,docent-transcript-export,1,1,30,29,0,61,,,,0
data\gpt5_2_codex\trajectories\e7a0b920-2192-45f1-9547-54dd18ae37ee.json,docent-transcript-export,1,1,24,23,0,49,,,,0
data\gpt5_2_codex\trajectories\e7b3ce42-292b-4594-9cbb-b2821e3dcdec.json,docent-transcript-export,1,1,40,39,0,81,,,,0
data\gpt5_2_codex\trajectories\e8de67d8-b91f-4ec0-a6d2-da434a02d983.json,docent-transcript-export,1,1,31,30,0,63,,,,0
data\gpt5_2_codex\trajectories\e958299e-7c3e-443f-88a9-3b7003002fb5.json,docent-transcript-export,1,1,22,21,0,45,,,,0
data\gpt5_2_codex\trajectories\e9d7f9e5-04de-436a-8097-685580f6ecbd.json,docent-transcript-export,1,1,10,9,0,21,,,,0
data\gpt5_2_codex\trajectories\ea19d59f-097d-441e-b673-3983e942c91a.json,docent-transcript-export,1,1,26,25,0,53,,,,0
data\gpt5_2_codex\trajectories\ea4ffbb2-abb5-4bde-866b-e13279540b78.json,docent-transcript-export,1,1,27,29,0,58,,,,0
data\gpt5_2_codex\trajectories\eb5d8203-f6e7-43f4-853a-d964b41c02aa.json,docent-transcript-export,1,1,17,19,0,38,,,,0
data\gpt5_2_codex\trajectories\eb669ad9-f1b7-49ef-b259-4aad3808c482.json,docent-transcript-export,1,1,25,41,0,68,,,,0
data\gpt5_2_codex\trajectories\ec6d768f-2a17-4ffc-bf6b-dab1072e8888.json,docent-transcript-export,1,1,39,38,0,79,,,,0
data\gpt5_2_codex\trajectories\ecdf4e1e-dd06-4326-96c3-4995bb63410d.json,docent-transcript-export,1,1,53,52,0,107,,,,0
data\gpt5_2_codex\trajectories\ece3f872-9356-4393-96ef-6674f52b5ad2.json,docent-transcript-export,1,1,19,35,0,56,,,,0
data\gpt5_2_codex\trajectories\ee6acec2-d046-4d56-b8f4-f451e89f254e.json,docent-transcript-export,1,1,25,29,0,56,,,,0
data\gpt5_2_codex\trajectories\ee9d6766-6905-41ca-b96e-12b3dd0278eb.json,docent-transcript-export,1,1,26,25,0,53,,,,0
data\gpt5_2_codex\trajectories\eecbe872-ae37-4f54-8fb7-f61f440e0294.json,docent-transcript-export,1,1,53,52,0,107,,,,0
data\gpt5_2_codex\trajectories\eefbc6d7-fc37-493b-815f-c3777909e779.json,docent-transcript-export,1,1,38,37,0,77,,,,0
data\gpt5_2_codex\trajectories\ef2aeaa1-7790-42ee-aee1-ed74afa0e0d2.json,docent-transcript-export,1,1,73,72,0,147,,,,0
data\gpt5_2_codex\trajectories\efa17ff3-23c0-4191-a254-3c867f98766a.json,docent-transcript-export,1,1,73,72,0,147,,,,0
data\gpt5_2_codex\trajectories\efa45fd0-803a-4e81-a38f-9811f54f49be.json,docent-transcript-export,1,1,34,38,0,74,,,,0
data\gpt5_2_codex\trajectories\f10020a6-718c-412f-94a3-1ae6b3f3c69e.json,docent-transcript-export,1,1,73,72,0,147,,,,0
data\gpt5_2_codex\trajectories\f1d37f38-3356-4dc0-bf45-6bbc216a56f5.json,docent-transcript-export,1,1,26,25,0,53,,,,0
data\gpt5_2_codex\trajectories\f306fc24-1cff-4f38-93a3-3e6e059f510f.json,docent-transcript-export,1,1,30,29,0,61,,,,0
data\gpt5_2_codex\trajectories\f30c9bae-240e-4c8a-9085-fc184468c34c.json,docent-transcript-export,1,1,66,65,0,133,,,,0
data\gpt5_2_codex\trajectories\f3dc27b1-84bd-412b-9576-d95d9b364d88.json,docent-transcript-export,1,1,35,47,0,84,,,,0
data\gpt5_2_codex\trajectories\f4f40a3c-36bc-431c-8209-809c32da9330.json,docent-transcript-export,1,1,70,69,0,141,,,,0
data\gpt5_2_codex\trajectories\f6618dd0-3f67-4181-a151-34d513920e22.json,docent-transcript-export,1,1,19,18,0,39,,,,0
data\gpt5_2_codex\trajectories\f6aa8e2c-4416-4252-8ac6-a3e1d5b4982e.json,docent-transcript-export,1,1,47,46,0,95,,,,0
data\gpt5_2_codex\trajectories\f7a40c07-95c7-4e59-8f4a-42235f9f2f84.json,docent-transcript-export,1,1,49,48,0,99,,,,0
data\gpt5_2_codex\trajectories\f7cbced9-108e-4d6f-9394-1c62cfcae2ab.json,docent-transcript-export,1,1,19,18,0,39,,,,0
data\gpt5_2_codex\trajectories\f8485224-beb2-4295-98ed-c3ebddc2521a.json,docent-transcript-export,1,1,45,44,0,91,,,,0
data\gpt5_2_codex\trajectories\f8d6ed3c-39d0-40b6-988e-c8b117a76ee2.json,docent-transcript-export,1,1,33,32,0,67,,,,0
data\gpt5_2_codex\trajectories\f8dc79be-1bb7-4f68-8a3b-9a8e5153a254.json,docent-transcript-export,1,1,31,33,0,66,,,,0
data\gpt5_2_codex\trajectories\f9007f65-3688-4d44-8b18-d919e7a21d38.json,docent-transcript-export,1,1,70,69,0,141,,,,0
data\gpt5_2_codex\trajectories\f9188384-89ef-41fb-8626-2d602f081882.json,docent-transcript-export,1,1,29,28,0,59,,,,0
data\gpt5_2_codex\trajectories\f965a3c0-fe8b-40a7-9b1d-6492a0ebadaa.json,docent-transcript-export,1,1,44,43,0,89,,,,0
data\gpt5_2_codex\trajectories\fa58b5b4-410d-4a86-89b1-56b67bb903ac.json,docent-transcript-export,1,1,34,33,0,69,,,,0
data\gpt5_2_codex\trajectories\faaddfd5-8276-4d66-8774-9e2f9602c918.json,docent-transcript-export,1,1,34,33,0,69,,,,0
data\gpt5_2_codex\trajectories\fb8f978e-d9d3-47e2-a7ab-37575b9804e3.json,docent-transcript-export,1,1,30,29,0,61,,,,0
data\gpt5_2_codex\trajectories\fc28908d-0de4-447b-be18-2fd788161900.json,docent-transcript-export,1,1,20,23,0,45,,,,0
data\gpt5_2_codex\trajectories\fccdfc91-0ee7-4174-a530-a55249ec3b31.json,docent-transcript-export,1,1,24,23,0,49,,,,0
data\gpt5_2_codex\trajectories\fcef814a-3d26-426f-910e-5be2e9983883.json,docent-transcript-export,1,1,50,49,0,101,,,,0
data\gpt5_2_codex\trajectories\fcf30840-8104-4e0a-9ad1-d720c86f1aaf.json,docent-transcript-export,1,1,52,51,0,105,,,,0
data\gpt5_2_codex\trajectories\fd7a30b2-2a44-4388-935f-2c6184b7105c.json,docent-transcript-export,1,1,57,56,0,115,,,,0
data\gpt5_2_codex\trajectories\fdad7a22-cb56-4b6e-9151-ce8a4e3c5911.json,docent-transcript-export,1,1,33,32,0,67,,,,0
data\gpt5_2_codex\trajectories\fdd83067-3c40-4bd0-b0dd-2045ef40b5e5.json,docent-transcript-export,1,1,36,35,0,73,,,,0
data\gpt5_2_codex\trajectories\fe01ad64-b0dd-4262-a52c-5cd4ef454a2a.json,docent-transcript-export,1,1,22,21,0,45,,,,0
data\gpt5_2_codex\trajectories\ff10c2ae-5475-4871-98f9-61db7569a0f7.json,docent-transcript-export,1,1,47,46,0,95,,,,0
data\minimax_m2_5_high_reasoning\trajectories\00f0603f-62da-4486-b39c-dcf10add0f6c.json,docent-transcript-export,1,1,60,59,0,121,,,,0
data\minimax_m2_5_high_reasoning\trajectories\01a53a79-7da0-4a40-9295-a46efa982212.json,docent-transcript-export,1,1,71,70,0,143,,,,0
data\minimax_m2_5_high_reasoning\trajectories\0378a3d0-9f5f-4f22-9be8-fe87685e01b4.json,docent-transcript-export,1,1,33,32,0,67,,,,0
data\minimax_m2_5_high_reasoning\trajectories\039152ce-a3d0-4fd7-bd64-7850b2df41f8.json,docent-transcript-export,1,1,62,61,0,125,,,,0
data\minimax_m2_5_high_reasoning\trajectories\04c44ba5-1bd5-453c-9fb8-054ff50e470a.json,docent-transcript-export,1,1,91,90,0,183,,,,0
data\minimax_m2_5_high_reasoning\trajectories\0555f0f0-261c-43a6-8ded-9e157391a538.json,docent-transcript-export,1,1,250,250,0,502,,,,0
data\minimax_m2_5_high_reasoning\trajectories\0580547f-2d47-4fc1-81f7-782366474732.json,docent-transcript-export,1,1,91,90,0,183,,,,0
data\minimax_m2_5_high_reasoning\trajectories\05a40bd3-f4cc-4ea3-ac57-6e0da4542801.json,docent-transcript-export,1,1,45,44,0,91,,,,0
data\minimax_m2_5_high_reasoning\trajectories\06228830-df3c-425d-bf57-1f1a768137c6.json,docent-transcript-export,1,1,47,46,0,95,,,,0
data\minimax_m2_5_high_reasoning\trajectories\062c2563-a76f-438d-84d5-4f8a41bea307.json,docent-transcript-export,1,1,40,39,0,81,,,,0
data\minimax_m2_5_high_reasoning\trajectories\073619ae-617e-4a7c-b09f-ef762c1c6cfd.json,docent-transcript-export,1,1,111,110,0,223,,,,0
data\minimax_m2_5_high_reasoning\trajectories\07478a49-a653-49d0-94ff-d2936fc73b07.json,docent-transcript-export,1,1,36,35,0,73,,,,0
data\minimax_m2_5_high_reasoning\trajectories\07bd36bc-0252-4ad1-b8ae-2f6f75685a40.json,docent-transcript-export,1,1,37,36,0,75,,,,0
data\minimax_m2_5_high_reasoning\trajectories\0970ff99-e9f0-44a1-bd45-fdbbd39a488c.json,docent-transcript-export,1,1,34,33,0,69,,,,0
data\minimax_m2_5_high_reasoning\trajectories\0a35dc4d-90cf-4f31-af60-a0e0f83c9dc2.json,docent-transcript-export,1,1,35,34,0,71,,,,0
data\minimax_m2_5_high_reasoning\trajectories\0a5991d3-6b75-4464-84fa-fe3756bca2cd.json,docent-transcript-export,1,1,94,93,0,189,,,,0
data\minimax_m2_5_high_reasoning\trajectories\0a91c7d3-b63e-46ae-93b4-5dfccd79542d.json,docent-transcript-export,1,1,38,37,0,77,,,,0
data\minimax_m2_5_high_reasoning\trajectories\0c066631-77ee-4ddc-b4a0-12d6cb3470a3.json,docent-transcript-export,1,1,86,85,0,173,,,,0
data\minimax_m2_5_high_reasoning\trajectories\0cd156e7-da55-4374-aa36-2192a6598a18.json,docent-transcript-export,1,1,44,43,0,89,,,,0
data\minimax_m2_5_high_reasoning\trajectories\0cf4d9da-a074-47e9-b389-73d34e8aa049.json,docent-transcript-export,1,1,112,111,0,225,,,,0
data\minimax_m2_5_high_reasoning\trajectories\0d163864-9756-414e-9dfc-dd4ec7281708.json,docent-transcript-export,1,1,25,24,0,51,,,,0
data\minimax_m2_5_high_reasoning\trajectories\0d96f450-d62a-469c-ae42-4f056681b39e.json,docent-transcript-export,1,1,55,54,0,111,,,,0
data\minimax_m2_5_high_reasoning\trajectories\0e547836-2a10-4719-83d0-1b439bc91161.json,docent-transcript-export,1,1,58,57,0,117,,,,0
data\minimax_m2_5_high_reasoning\trajectories\0e73e17f-eb41-4232-99c6-dd8aebd6ff8d.json,docent-transcript-export,1,1,74,73,0,149,,,,0
data\minimax_m2_5_high_reasoning\trajectories\0eadd093-83dc-4c7d-b18e-ba7d59936aad.json,docent-transcript-export,1,1,84,83,0,169,,,,0
data\minimax_m2_5_high_reasoning\trajectories\0eb66ef5-6094-4d5e-88ad-b336931307bf.json,docent-transcript-export,1,2,32,31,0,66,,,,0
data\minimax_m2_5_high_reasoning\trajectories\0f65cb35-3be9-4869-8f2d-2ef139012bd2.json,docent-transcript-export,1,1,75,74,0,151,,,,0
data\minimax_m2_5_high_reasoning\trajectories\0f740e6a-065f-4617-b4d8-78affa84c4ac.json,docent-transcript-export,1,1,38,37,0,77,,,,0
data\minimax_m2_5_high_reasoning\trajectories\0f8b91e9-4376-4bf6-81ad-6d160e9e9986.json,docent-transcript-export,1,1,132,131,0,265,,,,0
data\minimax_m2_5_high_reasoning\trajectories\101ec3d0-f22a-4701-b710-65f3a9f032ef.json,docent-transcript-export,1,1,22,21,0,45,,,,0
data\minimax_m2_5_high_reasoning\trajectories\1155101f-8940-450f-890f-152e82792b50.json,docent-transcript-export,1,1,80,79,0,161,,,,0
data\minimax_m2_5_high_reasoning\trajectories\1191459f-d752-4605-85b5-d034b3ee0267.json,docent-transcript-export,1,1,30,29,0,61,,,,0
data\minimax_m2_5_high_reasoning\trajectories\124e5e3c-4c79-49b4-add4-d4da11e3635a.json,docent-transcript-export,1,1,34,33,0,69,,,,0
data\minimax_m2_5_high_reasoning\trajectories\12815ec3-9f5e-4de2-b98c-b4dd528e5994.json,docent-transcript-export,1,1,25,24,0,51,,,,0
data\minimax_m2_5_high_reasoning\trajectories\12fe2018-0dba-49d3-9f04-c834e4f2d132.json,docent-transcript-export,1,1,33,32,0,67,,,,0
data\minimax_m2_5_high_reasoning\trajectories\130dd06b-2568-4acf-9031-0faf42f46202.json,docent-transcript-export,1,1,78,77,0,157,,,,0
data\minimax_m2_5_high_reasoning\trajectories\1410bae4-1c2a-4793-af70-efb30d49f095.json,docent-transcript-export,1,1,45,44,0,91,,,,0
data\minimax_m2_5_high_reasoning\trajectories\1510fce2-52f2-4f0e-9a43-204df2678a7d.json,docent-transcript-export,1,1,25,24,0,51,,,,0
data\minimax_m2_5_high_reasoning\trajectories\1534a21e-14f1-4058-a253-e2a2e3e90cf0.json,docent-transcript-export,1,1,70,69,0,141,,,,0
data\minimax_m2_5_high_reasoning\trajectories\15e8ddc5-b248-4ce0-b8f1-1c58401c9f28.json,docent-transcript-export,1,1,42,41,0,85,,,,0
data\minimax_m2_5_high_reasoning\trajectories\16108f6b-4a7b-41b8-a04f-719f7403f9c2.json,docent-transcript-export,1,1,45,44,0,91,,,,0
data\minimax_m2_5_high_reasoning\trajectories\1668b9b9-8313-4e2e-9d93-1fa2a08e52be.json,docent-transcript-export,1,1,56,55,0,113,,,,0
data\minimax_m2_5_high_reasoning\trajectories\172e7ea3-df88-4cdc-9c07-097009950ce9.json,docent-transcript-export,1,1,169,168,0,339,,,,0
data\minimax_m2_5_high_reasoning\trajectories\18208e86-dc20-494b-aad1-95b364f51373.json,docent-transcript-export,1,1,57,56,0,115,,,,0
data\minimax_m2_5_high_reasoning\trajectories\18ac2bf0-cfdd-4a0b-bf36-62657d3663b7.json,docent-transcript-export,1,1,82,81,0,165,,,,0
data\minimax_m2_5_high_reasoning\trajectories\1b714707-822d-453e-88a2-1ff74d2f9279.json,docent-transcript-export,1,1,68,67,0,137,,,,0
data\minimax_m2_5_high_reasoning\trajectories\1b9cb378-4288-4b73-a451-c43c97710d57.json,docent-transcript-export,1,1,49,48,0,99,,,,0
data\minimax_m2_5_high_reasoning\trajectories\1c4002c3-eb5e-4598-8a91-01fa165cbbad.json,docent-transcript-export,1,1,63,62,0,127,,,,0
data\minimax_m2_5_high_reasoning\trajectories\1c6dc6a9-d3d6-4bab-9ca8-adbb7dba576b.json,docent-transcript-export,1,1,66,65,0,133,,,,0
data\minimax_m2_5_high_reasoning\trajectories\1e16330c-668d-4b05-8dab-f846ad606f25.json,docent-transcript-export,1,1,60,59,0,121,,,,0
data\minimax_m2_5_high_reasoning\trajectories\1e2504a3-d877-4982-9104-5d3b72ba791c.json,docent-transcript-export,1,1,44,43,0,89,,,,0
data\minimax_m2_5_high_reasoning\trajectories\1e6b2cb5-ffcd-44d8-b97c-42fc2ea6decc.json,docent-transcript-export,1,1,74,73,0,149,,,,0
data\minimax_m2_5_high_reasoning\trajectories\1e96645d-0ba4-4fa2-b23c-0ad1274de51c.json,docent-transcript-export,1,1,53,52,0,107,,,,0
data\minimax_m2_5_high_reasoning\trajectories\1e9fb859-0116-42bc-b902-bc9b535ed9b8.json,docent-transcript-export,1,1,55,54,0,111,,,,0
data\minimax_m2_5_high_reasoning\trajectories\1ea91f7b-0a09-44bb-9698-218863dbbbbe.json,docent-transcript-export,1,1,100,99,0,201,,,,0
data\minimax_m2_5_high_reasoning\trajectories\1f0d7309-8583-4742-8ead-376c36cbdb65.json,docent-transcript-export,1,1,79,78,0,159,,,,0
data\minimax_m2_5_high_reasoning\trajectories\1f2d4ee9-b2d9-481a-80bc-3222b9f46c3f.json,docent-transcript-export,1,1,250,250,0,502,,,,0
data\minimax_m2_5_high_reasoning\trajectories\1f45bf0d-05b8-48e4-a381-c6bd7dc0230e.json,docent-transcript-export,1,1,57,56,0,115,,,,0
data\minimax_m2_5_high_reasoning\trajectories\21024ef5-cce1-4f63-b95e-485e4ea76ca8.json,docent-transcript-export,1,1,84,83,0,169,,,,0
data\minimax_m2_5_high_reasoning\trajectories\2109edc2-5c21-40a2-bc8b-b0482c1964f1.json,docent-transcript-export,1,1,67,66,0,135,,,,0
data\minimax_m2_5_high_reasoning\trajectories\219ae18e-8061-4574-b455-160207b5e241.json,docent-transcript-export,1,1,56,55,0,113,,,,0
data\minimax_m2_5_high_reasoning\trajectories\221cf2fc-c121-48e6-8821-e2dbb1d48701.json,docent-transcript-export,1,1,83,82,0,167,,,,0
data\minimax_m2_5_high_reasoning\trajectories\221dafbc-0fc7-42f2-a835-b684fd176bd4.json,docent-transcript-export,1,1,39,38,0,79,,,,0
data\minimax_m2_5_high_reasoning\trajectories\22a41adc-3543-4c2a-9be4-b883646defd5.json,docent-transcript-export,1,1,35,34,0,71,,,,0
data\minimax_m2_5_high_reasoning\trajectories\22f148ea-c930-4c60-8a6c-e34c3d5dccad.json,docent-transcript-export,1,1,46,45,0,93,,,,0
data\minimax_m2_5_high_reasoning\trajectories\23061712-faf6-4471-a445-081ec57cfa21.json,docent-transcript-export,1,1,26,25,0,53,,,,0
data\minimax_m2_5_high_reasoning\trajectories\23548e54-8f04-4473-8e97-e15ea12638fd.json,docent-transcript-export,1,1,54,53,0,109,,,,0
data\minimax_m2_5_high_reasoning\trajectories\24745a26-b2a1-406f-83cb-b970eea8b435.json,docent-transcript-export,1,1,17,16,0,35,,,,0
data\minimax_m2_5_high_reasoning\trajectories\248ed427-db13-4ce7-97de-bf5e80169e69.json,docent-transcript-export,1,1,27,26,0,55,,,,0
data\minimax_m2_5_high_reasoning\trajectories\24bf7678-1777-441e-9921-138aee850e9b.json,docent-transcript-export,1,1,60,59,0,121,,,,0
data\minimax_m2_5_high_reasoning\trajectories\254838af-97d8-44d7-ac74-a1d2d1f607a9.json,docent-transcript-export,1,1,78,77,0,157,,,,0
data\minimax_m2_5_high_reasoning\trajectories\26b46293-b700-4c74-8d1c-9005e722dc1a.json,docent-transcript-export,1,1,38,37,0,77,,,,0
data\minimax_m2_5_high_reasoning\trajectories\2724ff30-1216-4b73-8b68-09fd9725f2ac.json,docent-transcript-export,1,1,41,40,0,83,,,,0
data\minimax_m2_5_high_reasoning\trajectories\28558142-6219-4082-8258-f72f752dd7d4.json,docent-transcript-export,1,2,44,43,0,90,,,,0
data\minimax_m2_5_high_reasoning\trajectories\28d4739e-32c2-4c74-affd-01a739d9ad60.json,docent-transcript-export,1,1,25,24,0,51,,,,0
data\minimax_m2_5_high_reasoning\trajectories\29851525-7cd7-4eab-8be2-63fea020b6ce.json,docent-transcript-export,1,1,54,53,0,109,,,,0
data\minimax_m2_5_high_reasoning\trajectories\29f76f93-f4cb-4f9a-8eeb-5f63b6ae11a4.json,docent-transcript-export,1,1,69,68,0,139,,,,0
data\minimax_m2_5_high_reasoning\trajectories\2a6f9a90-1384-4387-b0c0-e49c87bd2fb6.json,docent-transcript-export,1,1,137,136,0,275,,,,0
data\minimax_m2_5_high_reasoning\trajectories\2abf1a8f-83ed-4674-a959-d0607b9deb06.json,docent-transcript-export,1,1,43,42,0,87,,,,0
data\minimax_m2_5_high_reasoning\trajectories\2bfac65c-0731-4a0e-a6a9-12ab87f49405.json,docent-transcript-export,1,1,50,49,0,101,,,,0
data\minimax_m2_5_high_reasoning\trajectories\2c7f8027-d8e0-4ff9-a7c2-fbfd87b38b24.json,docent-transcript-export,1,1,57,56,0,115,,,,0
data\minimax_m2_5_high_reasoning\trajectories\2cf0b06d-479e-41ff-9320-444af383804c.json,docent-transcript-export,1,1,51,50,0,103,,,,0
data\minimax_m2_5_high_reasoning\trajectories\2d653a97-2a23-4523-b902-8b162126a354.json,docent-transcript-export,1,1,93,92,0,187,,,,0
data\minimax_m2_5_high_reasoning\trajectories\2d709c95-a8bb-4ad3-9aee-1a51afe81b78.json,docent-transcript-export,1,1,72,71,0,145,,,,0
data\minimax_m2_5_high_reasoning\trajectories\2d8af3e7-85d8-4fb2-843b-c690b977f240.json,docent-transcript-export,1,1,68,67,0,137,,,,0
data\minimax_m2_5_high_reasoning\trajectories\2e17e775-984b-4a27-9413-bff2221dc279.json,docent-transcript-export,1,1,38,37,0,77,,,,0
data\minimax_m2_5_high_reasoning\trajectories\2f812d63-f0fc-42ff-a0b3-465aba935bc2.json,docent-transcript-export,1,1,76,75,0,153,,,,0
data\minimax_m2_5_high_reasoning\trajectories\3019a5fe-f57d-4c9f-962b-5fac11f3310f.json,docent-transcript-export,1,1,50,49,0,101,,,,0
data\minimax_m2_5_high_reasoning\trajectories\3022d9f7-9f4c-4694-8bbd-8e10e1b5d6fd.json,docent-transcript-export,1,1,31,30,0,63,,,,0
data\minimax_m2_5_high_reasoning\trajectories\30f7ab87-aa43-42dc-bf71-f75fd8142493.json,docent-transcript-export,1,1,29,28,0,59,,,,0
data\minimax_m2_5_high_reasoning\trajectories\31101ac9-34d2-42a0-9261-67044d74c693.json,docent-transcript-export,1,1,60,59,0,121,,,,0
data\minimax_m2_5_high_reasoning\trajectories\311b723f-bc0a-423e-bb4c-316c55ffad69.json,docent-transcript-export,1,1,56,55,0,113,,,,0
data\minimax_m2_5_high_reasoning\trajectories\312ab3a7-9ba7-48f2-8276-b2b60f2e415f.json,docent-transcript-export,1,1,17,16,0,35,,,,0
data\minimax_m2_5_high_reasoning\trajectories\319c5137-3a04-4947-bad0-f89f949283ed.json,docent-transcript-export,1,1,81,80,0,163,,,,0
data\minimax_m2_5_high_reasoning\trajectories\320daa45-67ce-4b9c-86e8-c037f9c2bcb0.json,docent-transcript-export,1,1,88,87,0,177,,,,0
data\minimax_m2_5_high_reasoning\trajectories\3230147d-fe50-4a2d-b7b2-02fa4eb51c4e.json,docent-transcript-export,1,1,145,144,0,291,,,,0
data\minimax_m2_5_high_reasoning\trajectories\32617397-9d39-4617-a1bd-bbf33e901ccb.json,docent-transcript-export,1,1,69,68,0,139,,,,0
data\minimax_m2_5_high_reasoning\trajectories\327a59ac-586e-43a4-832c-a3280f1eeb3d.json,docent-transcript-export,1,1,84,83,0,169,,,,0
data\minimax_m2_5_high_reasoning\trajectories\34217f99-93ed-40c8-bb7a-a844a5fe33f8.json,docent-transcript-export,1,1,121,120,0,243,,,,0
data\minimax_m2_5_high_reasoning\trajectories\35a32b94-08fc-4fc5-b655-cf36c8cdfc90.json,docent-transcript-export,1,1,19,18,0,39,,,,0
data\minimax_m2_5_high_reasoning\trajectories\36a286e2-aad4-4e5a-9680-a14fa9a0b75f.json,docent-transcript-export,1,1,75,74,0,151,,,,0
data\minimax_m2_5_high_reasoning\trajectories\37260bae-ce6b-4be8-8756-ab8f45439966.json,docent-transcript-export,1,1,35,34,0,71,,,,0
data\minimax_m2_5_high_reasoning\trajectories\391fec5d-704d-42cd-b1da-8723e3385611.json,docent-transcript-export,1,1,32,31,0,65,,,,0
data\minimax_m2_5_high_reasoning\trajectories\39537bdb-34d4-44bc-bd92-cb09ab85d58a.json,docent-transcript-export,1,1,137,136,0,275,,,,0
data\minimax_m2_5_high_reasoning\trajectories\3a13fcf9-661c-4ed1-8a77-3bcdf1dfb4d5.json,docent-transcript-export,1,1,31,30,0,63,,,,0
data\minimax_m2_5_high_reasoning\trajectories\3a9f5b82-8f0d-42c5-b0b6-be237fea20cc.json,docent-transcript-export,1,1,56,55,0,113,,,,0
data\minimax_m2_5_high_reasoning\trajectories\3b286e02-d644-44ce-82de-59293645ee20.json,docent-transcript-export,1,1,38,37,0,77,,,,0
